title,released,gf_score,metascore,genre,description,cover_art_url
Sigma Star Saga,2005-08-16,3.59,68,Role-Playing,"Sigma Star Saga is a 2006 hybrid science fiction role-playing-space-shooterdeveloped by WayForward Technologies for the Game Boy Advance. The player explores a standard 2-D overworld but is transported into space for side-scrolling shooter random battles. In this game, Ian Recker goes undercover against Earth's enemies, the Krill, in a battle to save the planet.",https://images.launchbox-app.com/1fec9e2b-e0e1-4122-923b-075ea1d6de64.jpg
Harry Potter and the Prisoner of Azkaban,2004-05-25,3.59,69,Role-Playing,"Harry Potter and the Prisoner of Azkaban is an action-adventure video game based on J. K. Rowling's Harry Potter and the Prisoner of Azkaban, the third novel in the Harry Potter series and the film of the same name. The game was developed by three teams, KnowWonder, Griptonite Games, and EA UK, and was published by EA Games and Warner Bros. Interactive Entertainment.",https://images.launchbox-app.com/f9c5fa4d-8c4f-473e-93df-6d21ebc54bb3.jpg
Max Payne,2003-12-16,3.58,78,Action,"Max Payne is a third-person shooter video game developed by Remedy Entertainment and published by Gathering of Developers in July 2001 for Microsoft Windows. Ports created later in the year for the PlayStation 2, Xboxand the Game Boy Advance were published by Rockstar Games. A Mac OS port was published on 16 July 2002 by MacSoft in North America and Feral Interactive in the rest of the world. There were plans for a Dreamcast version of Max Payne, but they were canceled due to the discontinuation of the console. The game was re-released on 27 April 2009 as a downloadable game in the Xbox Originalsprogram for the Xbox 360. The game was also re-released in 2012 as a downloadable game in the PlayStation Store for the PlayStation 3 under the PS2 classics banner, iOS, Android, and in April 2016 for the PlayStation 4 as a PS2 emulated downloadable game in the PlayStation Store.",https://images.launchbox-app.com/f66ebfa2-79eb-4ec0-b8a9-4a83267fb6e8.jpg
Super Dodge Ball Advance,2001-06-10,3.58,79,Sports,"Super Dodge Ball Advance is dodge ballvideo game produced by Atlus that was released for the Game Boy Advance in 2001. It is a spin-off of the Super Dodge Ball series although it does not feature the Kunio-kun characters, despite it being licensed to Atlus by the then successor of Technōs Japan, Million Co., Ltd.",https://images.launchbox-app.com/c1f8a468-5f04-49a0-9cd7-ba66b0f5f006.jpg
Dragon Ball Z: Supersonic Warriors,2004-06-22,3.55,73,Action,"The Dragon Ball Z: Supersonic Warriors (ドラゴンボールZ 舞空闘劇Doragon Bōru Zetto Bukū Tôgeki) is a series of fighting games based on the Dragon Ball franchise. The first game, Dragon Ball Z Supersonic Warriors was developed by Arc System Works and Cavia and was released for the Game Boy Advance on June 22, 2004. The game was followed by the 2005 sequel, Dragon Ball Z: Supersonic Warriors 2 for the Nintendo DS.",https://images.launchbox-app.com/0512c4aa-b72b-4ace-a1ba-84464e1d0b21.png
Onimusha Tactics,2003-11-11,3.55,64,Strategy,"Onimusha Tactics (鬼武者タクティクス Onimusha Takutikusu) is a strategy/tactical role-playing game installment in the Onimusha series released for the Game Boy Advance as the first game in the series to be released for the Nintendo system.It does not follow the storyline of the previous PlayStation 2 games and is considered a side story. However, the game features a similar plot: a samurai who possesses the Oni Gauntlet can become the Onimusha and fights against Nobunaga and his army of genma.",https://images.launchbox-app.com/da92e012-8fa1-4bf0-8f59-b8be789628ae.png
Teenage Mutant Ninja Turtles,2003-10-31,3.54,71,Action,"Teenage Mutant Ninja Turtles is a beat 'em upvideo game developed and published in 2003 by Konami, based on the 2003 TV series.",https://gamefaqs.akamaized.net/box/2/0/3/52203_front.jpg
Shaman King: Master of Spirits,2004-11-09,3.53,,Action Adventure,Shaman King: Master of Spirits is Metroidvania style platform-adventurevideo game developed by Konami Computer Entertainment Japan and published by Konami. This is the first Shaman King game that was developed for the Game Boy Advancein America. It was developed to accompany the English dub by 4kids Entertainment.,https://images.launchbox-app.com/34eb585c-9596-470c-ae3f-929556e8f16d.jpg
Ultimate Spider-Man,2005-09-22,3.53,62,Action,"Ultimate Spider-Man is a 2005 action-adventure video game based on the comic book of the same name by Brian Michael Bendis and Mark Bagley. The game was released on most sixth generationconsoles, including Game Boy Advance, GameCube, Microsoft Windows, PlayStation 2, Xbox and Nintendo DS.",https://images.launchbox-app.com/265ad43d-69b8-4824-838a-7079f023f811.jpg
Medabots AX: Metabee Ver.,2002-07-25,3.53,60,Action,"Medabots: Metabee and Medabots: Rokusho (メダロット弐CORE クワガタバージョン・カブトバージョン Medarotto Ni CORE Kabuto Bājon · Kuwagata Bājon) is a set of two 2D top-down role-playing video games in the Medabotsseries, developed by Natsume and published by Imagineer for Game Boy Advance. It is a remake of the 1999 title Medarot 2(メダロット２ Medarotto 2). Although Medarot 2 was released exclusively in Japan, Medabots was released in other regions. It was later re-released on Wii U Virtual Console.",https://images.launchbox-app.com/7be67a41-ffc3-42a9-bc7f-ffe4cb7125c3.jpg
Classic NES Series: Zelda II: The Adventure of Link,2004-10-25,3.52,73,Role-Playing,"Zelda II: The Adventure of Link is an action adventure video game with platforming elements. The second installment in The Legend of Zelda series, it was developed and published by Nintendo for the Family Computer Disk System on January 14, 1987, less than a year after the original The Legend of Zelda was released and seven months before North America saw the release of the first Zelda title. The game was released in North America and the PAL region for the Nintendo Entertainment System in late 1988, almost two years after its initial release in Japan.",https://images.launchbox-app.com/df0524bf-7afb-44fa-86c0-7d644fcc3810.jpg
Tony Hawk's Pro Skater 2,2001-05-30,3.52,95,Sports,"Tony Hawk's Pro Skater 2is a skateboarding-simulation video game developed by Neversoftand published by Activision. It is the second installment in the Tony Hawk's series of sports games and was first released for the PlayStation in 2000, with subsequent ports to the Microsoft Windows, Game Boy Color, and Dreamcastthe same year. In 2001 the game was ported to the Mac OS, Game Boy Advance, Nintendo 64, and Xbox (as part of the Tony Hawk's Pro Skater 2xcollection). The game was later ported to Windows Mobile and Windows Phone devices in 2006 and to iOS devices in 2010.",https://images.launchbox-app.com/10773866-d3e3-4b70-a0eb-13cbd603e3ff.jpg
Hamtaro: Ham-Ham Games,2004-07-27,3.52,77,Sports,"Hamtaro: Ham-Ham Games is a sports video game developed by AlphaDream and published by Nintendo for the Game Boy Advance handheldvideo game console. It was released in Japan on July 15, 2004, in Europe on July 16, 2004, and in North America on July 27, 2004.",https://images.launchbox-app.com/0d5fc918-ba43-48d6-ab58-6787bc25897d.jpg
Yu-Gi-Oh! World Championship Tournament 2004,2004-02-10,3.52,68,Strategy,"Yu-Gi-Oh! World Championship Tournament 2004, known in Japan as Yu-Gi-Oh! Duel Monsters Expert 3(遊戯王デュエルモンスターズ エキスパート3), is a video game based on the Yu-Gi-Oh! franchise. This game has been released on the Game Boy Advancesystem.",https://images.launchbox-app.com/37743d13-862c-41c8-b21d-7d0bd33166f9.jpg
Spider-Man: Mysterio's Menace,2001-09-19,3.51,84,Action,"Spider-Man: Mysterio's Menace is an action video game for the Game Boy Advance, based upon Spider-Man, released on September 19, 2001. The game was released in Japan on April 26, 2002.It came on a Twin Pack cartridge bundled with X2: Wolverine's Revenge in 2005.",https://images.launchbox-app.com/7b58df1d-4361-43b7-939c-51eba210532b.jpg
Advance Guardian Heroes,2004-09-14,3.5,65,Action,"Advance Guardian Heroes is a beat 'em upvideo game developed by Treasure for the Game Boy Advance. The game was released September 22, 2004 in Japan, September 14, 2004 in North America and February 18, 2005 in Europe. The American and European editions of the game are published by Ubisoft.",https://images.launchbox-app.com/8c8b86ae-0606-49df-bf23-0f3111b6f2e4.jpg
Metal Slug Advance,2004-12-02,3.5,79,Action,"Metal Slug Advance is a run and gun video game for the Game Boy Advancehandheld system created by SNK Playmore in 2004, and is canon to the Metal Slug series. It is notable as the only Metal Slug video game not to feature Marco Rossi as a playable character.",https://images.launchbox-app.com/4247151a-b10a-4c87-b933-135359084c3e.jpg
LEGO Star Wars: The Video Game,2005-03-29,3.5,75,Action Adventure,"Lego Star Wars: The Video Game is a Lego-themed, action-adventurevideo game based on the Lego Star Wars line of toys, and the first installment in the Lego video game franchise developed by Traveller's Tales, which would develop all future Lego titles from that point on. It was first released on 29 March 2005, and is a video game adaptation of the Star Warsprequel trilogy: The Phantom Menace (1999), Attack of the Clones (2002) and Revenge of the Sith(2005), with a bonus segment from A New Hope(1977).",https://images.launchbox-app.com/c4bf82d5-4b13-4d4b-b958-b7748431b19e.jpg
Crash Bandicoot: The Huge Adventure,2002-02-25,3.49,78,Action,"Crash Bandicoot: The Huge Adventure (released as Crash Bandicoot XS in Europe) is a platform gamedeveloped by Vicarious Visions and published by Universal Interactive (a subsidiary of Vivendi Universal Interactive Publishing) for the Game Boy Advance. It was released in North America on February 25, 2002 and in Europe on March 15, 2002.",https://images.launchbox-app.com/f53de6d4-f193-49bb-b824-14cdca4fda73.jpg
Star Wars Episode III: Revenge of the Sith,2005-05-04,3.49,73,Action Adventure,"Star Wars: Episode III – Revenge of the Sith is an action video game based on the movie of the same name. It was released on May 4, 2005, for the PlayStation 2, Xbox, Game Boy Advance and Nintendo DS. Additionally, a version was made available for mobile phones on April 2, 2005. As part of the PlayStation 2 classicsprogram, the PlayStation 2 version was re-released in Europe on the PlayStation Network on February 11, 2015, and in North America on April 28, 2015.",https://gamefaqs.akamaized.net/box/6/8/8/59688_front.jpg
LEGO Star Wars II: The Original Trilogy,2006-09-12,3.49,55,Action Adventure,"Lego Star Wars II: The Original Trilogy is a Lego-themed action-adventurevideo game developed by Traveller's Tales and published by LucasArtsand TT Games Publishing. It was released on 11 September 2006. Part of the Lego Star Wars series, it is based on the Star Wars science fiction media franchise and Lego Group's Star Wars-themed toy line. It follows the events of the Star Warsfilms Star Wars, The Empire Strikes Back and Return of the Jedi. The game allows players to assume the roles of over 50 Lego versions of characters from the film series; customized characters can also be created. Camera movement was improved from its predecessor—Lego Star Wars: The Video Game; and the concept of ""vehicle levels"" was explored more thoroughly. The game was revealed at American International Toy Fair 2006. Promotions for the game were set up at chain stores across the United States.",https://images.launchbox-app.com/ae35a701-7d7d-47a2-829f-454cabbd4878.jpg
Tetris Worlds,2001-09-05,3.48,65,Puzzle,"Tetris Worlds is a version of the video game Tetris. Originally released in 2001 for Microsoft Windows and Game Boy Advance, it was later released for Xbox, GameCube, and PlayStation 2 in 2002. In 2003, an Xbox Live version and a single-disc compilation version (which included this game and Star Wars: The Clone Wars) were released for the Xbox. The latter was bundled with Xbox systems.",https://images.launchbox-app.com/db206ffc-4af5-49f0-9023-ef5adf88c552.jpg
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,2005-02-15,3.47,66,Strategy,"Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005, known as Yu-Gi-Oh! Day of the Duelist: World Championship Tournament 2005 in Europe and Yu-Gi-Oh! Duel Monsters International 2 in Japan, is a Yu-Gi-Oh! game for the Game Boy Advance. Light and Dark clash in a town where everyone waits to Duel. Battles take the place of words and only the best will win tournaments where glittering trophies await the victor.",https://images.launchbox-app.com/7053f9ce-590d-4f5f-bad6-566b71bfc28d.png
Crash Bandicoot 2: N-Tranced,2003-01-07,3.47,75,Action,"Crash Bandicoot 2: N-Tranced is a platform game developed by Vicarious Visions and published by Universal Interactive for the Game Boy Advance. It was released in North America on January 7, 2003 and in Europe on March 14, 2003.",https://images.launchbox-app.com/5ab5e584-1aa4-4de5-a28c-625247156590.jpg
Spyro 2: Season of Flame,2002-09-25,3.47,76,Action,"Spyro 2: Season of Flameis a platform gamedeveloped by Digital Eclipse and published by Universal Interactive for the Game Boy Advance. It was released in 2002 in North America and in the PAL regions. Spyro 2: Season of Flame is the fifth installment in the Spyro video game series and is a sequel to Spyro: Season of Ice. The game's story centers on the abduction of the Dragon Realm's fireflies at the hands of the Rhynocs, causing the dragons to lose their ability to breathe fire. The protagonist of the story, Spyro the Dragon, must recover the fireflies and uncover the culprit behind the firefly theft. The game received generally favorable reviews from critics, many of whom considered the game to be superior to Spyro: Season of Ice, though the game was criticized for its ""tricky"" controls.",https://images.launchbox-app.com/c40b8b8b-bac7-45d0-b18d-42b74fb3bbd1.jpg
Prince of Persia: The Sands of Time,2003-10-28,3.46,75,Action Adventure,"Prince of Persia: The Sands of Time is a third-person action-adventurepuzzle-platform video game developed and published by Ubisoft. Revealed in March 2003, it was released across Game Boy Advance, PlayStation 2, GameCube, Xbox and Microsoft Windows in November 2003. The Sands of Time is a reboot of the Prince of Persiaseries, created by Jordan Mechner. Mechner served as creative consultant, designer, and scenario writer for The Sands of Time.",https://images.launchbox-app.com/6f151649-6f8d-4719-bdb1-847153d21717.jpg
CIMA: The Enemy,2003-11-17,3.46,70,Role-Playing,"CIMA: The Enemy, known in Japan as Frontier Stories (フロンティア ストーリーズ Furonteia Sutōrīzu), is a role-playing video game developed by Neverland for the Game Boy Advance. It was published in Japan by Marvelous Entertainmentand in North America by Natsume. It follows the story of Ark and Ivy, two aspiring Gate Guardians. It is their duty to protect the innocent from being captured by the CIMA, an alien race that feeds on human hope.",https://images.launchbox-app.com/effa05d3-e0c1-49fa-adf2-1b3e99828d1d.jpg
Shonen Jump's One Piece,2005-09-07,3.45,76,Action,"One Piece also referred to as Shonen Jump's One Piece is a 2-D platformingbeat 'em up video game for the Nintendo Game Boy Advance based on the 4kids dub of the One Pieceanime. Developed by Dimps and published by Bandai, it was released on September 7, 2005. It is the only One Piece game to be only released in the USA, and the first out of two to not see a release in Japan.",https://images.launchbox-app.com/1d247df2-4213-4821-ac1b-1e1d40c47b0c.jpg
Rave Master: Special Attack Force!,2005-03-08,3.44,56,Action,"There are six video games based on Rave Master published by Konami. Three games were released for the PlayStation including a role-playing games Groove Adventure Rave and its sequel Groove Adventure Rave: Mikan no Hiseki (GROOVE ADVENTURE RAVE ～未完の秘石～), and platforming game Plue no Daibouken from Groove Adventure Rave.",https://images.launchbox-app.com/70eed5f6-31bd-4da6-ac7c-1afe7447b3c2.jpg
Rayman Advance,2001-06-11,3.43,84,Action,"Rayman Advance is a video game that was released for the Game Boy Advance console in 2001, and was the first video game from the Rayman franchise to be released for this particular console.",https://images.launchbox-app.com/25c87136-18f1-4943-bfb1-415dcbc4bc05.jpg
Yu-Gi-Oh! The Sacred Cards,2003-11-04,3.42,60,Strategy,"Yu-Gi-Oh! The Sacred Cards is a Game Boy Advance game based on the Yu-Gi-Oh! animedeveloped and published by Konami. It was first released in Japan on July 4, 2002. It was released in North America the following year and in Europe the year after that.",https://images.launchbox-app.com/e68ce591-a415-4ac1-9c25-aa545e4815f5.jpg
Sonic Pinball Party,2003-06-01,3.41,77,Action,"Sonic Pinball Party is a video game released for Game Boy Advance in 2003. It is a celebration of sorts for Sonic Teamfeaturing many references to its previous games, mostly Sonic. There was also a release on a Twin Pack cartridge bundled with Sonic Battle and Sonic Advance respectively in 2005.",https://images.launchbox-app.com/3ee5be1d-86e6-416c-b8ab-78e9d02c66d8.jpg
Duke Nukem Advance,2002-08-12,3.41,81,Action,"Duke Nukem Advance is a portable video game in the Duke Nukem series. Although it is a first-person shooter and many of the graphics and sounds have been ported from Duke Nukem 3D, the game has an original storyline and levels.",https://images.launchbox-app.com/6e6dae26-33c6-4fc8-b401-95b1858772c6.jpg
Baldur's Gate: Dark Alliance,2004-02-10,3.39,76,Role-Playing,"Baldur's Gate: Dark Alliance is a 2001 action role-playing/hack and slashvideo game developed by Snowblind Studios for PlayStation 2 and Xbox. It was ported to GameCubeby High Voltage Software, and to the Game Boy Advance by Magic Pockets. The game was published for PlayStation, Xbox and GameCube by Black Isle Studios, a division of Interplay Entertainment, and distributed by Vivendi Universal Games. The Game Boy Advance version was published by DSI Games. CD Projektwas developing a version for PC, but it was ultimately cancelled.",https://images.launchbox-app.com/04ccea95-c175-4498-b257-ace1a35720e6.jpg
The Sims 2,2005-10-24,3.39,58,Simulation,"The Sims 2 is a 2004 strategic life simulationvideo game developed by Maxis and published by Electronic Arts. It is the sequel to The Sims. The game has the same concept as its predecessor: players control their Sims in various activities and form relationships in a manner similar to real life. The Sims 2, like its predecessor, does not have a defined final goal; the gameplay is open-ended. Sims have life goals, wants and fears, the fulfillment of which can produce both positive or negative outcomes. All Sims age, and can live to 90 sim days depending on the degree to which their aspirations are fulfilled. The Sims 2 builds on its predecessor by allowing Sims to age through six stages of life and incorporating a 3D graphics engine. Although gameplay is not linear, storylines exist in the game's pre-built neighborhoods. Pleasantview is based 25 years after the town in the original The Sims. Strangetown's storyline is based on the supernatural, and is loosely connected with Pleasantview. Veronaville's characters are based on Shakespearean characters.",https://gamefaqs.akamaized.net/box/3/5/8/53358_front.jpg
Lufia: The Ruins of Lore,2003-05-06,3.38,76,Role-Playing,"Lufia: The Ruins of Lore, known in Japan as Chinmoku no Iseki: Estpolis Gaiden (沈黙の遺跡 ～エストポリス外伝～), is a role-playing video game developed by Atelier Double and published by Taito in Japan in 2002 and by Atlus a year later in North America. It is the fourth title in the Lufiaseries of video games and was released as a ""gaiden"", or side story, to the main series; as a result, it does not feature many elements common to the rest of the series, such as the Sinistrals and the Dual Blade.",https://images.launchbox-app.com/ac2b6f31-c1e8-44d7-bdc4-78f0163b7745.jpg
Spider-Man,2002-04-16,3.38,,Action,"Spider-Man (also known as Spider-Man: The Movie) is a 2002 action-adventure video gamebased upon the Marvel Comics character Spider-Man, and is also loosely based on the film of the same name. The game was developed by Treyarchand published by Activision, and released in 2002 for Game Boy Advance, GameCube, Microsoft Windows, PlayStation 2, and Xbox. The game has many scenes and villains that did not appear in the film. It was followed by Spider-Man 2 two years later to promote the release of the second film. In 2007, to promote the release of the third film, Spider-Man 3was released. Tobey Maguire and Willem Dafoe were the only actors who reprised their roles from the film.",https://images.launchbox-app.com/df6528e3-557c-42ad-9408-d1fc64300050.jpg
Star Wars Trilogy: Apprentice of the Force,2004-09-21,3.38,60,Action Adventure,"Star Wars Trilogy: Apprentice of the Force is a game for Nintendo's Game Boy Advance that follows Luke Skywalkerthrough the Star Warsclassic trilogy. It has advanced graphics by the standards of the Game Boy Advance, using 3-D images for the character models. A player who beats the game is given the option of replaying most of the ship and boss levels. It was released September 21, 2004, the same day that the 2004 DVD box setswere released, and was developed and published by Ubisoft.",https://images.launchbox-app.com/375b8e0d-cb0a-4f74-96c6-0b449ea3a1d1.jpg
F-Zero: Maximum Velocity,2001-06-12,3.37,86,Racing,"F-Zero: Maximum Velocity is a futuristic racing video gamedeveloped by NDcube and published by Nintendo for the Game Boy Advance.The game was released in Japan, North America and Europe in 2001. It is the first F-Zero game to be released on a handheld game console.",https://images.launchbox-app.com/1e38b0a9-0399-41e1-acba-95281fb6a1a3.jpg
Banjo-Kazooie: Grunty's Revenge,2003-09-10,3.37,72,Action,"Banjo-Kazooie: Grunty's Revenge is a 2003 platform game by Rare for Nintendo's Game Boy Advance (GBA). It is the third instalment in the Banjo series and a spinoffthat takes place between the events of the Nintendo 64 (N64) games Banjo-Kazooie (1998) and Banjo-Tooie (2000). In Grunty's Revenge, the evil witch Gruntilda travels back in time to prevent the events of Banjo-Kazooie from happening, and the bear Banjo and his bird friend Kazooie set out to stop her. Grunty's Revenge retains the focus on collecting items and most of the other game mechanics from its predecessors, but is presented in 2D rather than 3D. Aside from the main game, players can also access minigames such as fishing and target shooting.",https://images.launchbox-app.com/680585c1-f97a-4a9d-b132-edbf8e7b83fb.jpg
Dogz,2005-11-17,3.35,48,Simulation,"Petz (Dogz and Catz) is a series of single-player video games dating back to 1995, in which the player can adopt, raise, care for and breed their own virtual pets. The original Petz has sold over 1.5 million copies worldwide and the brand has grown to over 22 million copies since coming under Ubisoft.",https://images.launchbox-app.com/4826c5d3-3e8c-41e7-a76e-643230f4905c.jpg
Contra Advance: The Alien Wars EX,2002-11-03,3.35,70,Action,"Konami released a second portable version of Contra III in 2002 for the Game Boy Advance titled Contra Advance: The Alien Wars EX, which was released in Japan as Contra: Hard Spirits (魂斗羅 ハードスピリッツ). Two players can play co-cooperatively through the use of the GBA Game link Cable. Unlike the original Super NES game and the previous Game Boy adaptation, Contra Advance was released in Europe and Australia under the Contra name without the Probotector title and robotic characters. The designers made changes to many of the features of the original game due to the Game Boy Advance's lack of XY buttons. The mega bombs and the ability to wield two weapons were removed, but the player can now lock their character's aim like in Contra: Shattered Soldier(allowing the player to move anywhere while shooting at one direction) and is given a choice to revert to their previously held weapon when picking a new one. The top-view stages (Stage 2 and 5) from the original Super NES game were replaced with two stages from Contra: Hard Corps(the Military Train and Big Battle stages). This version only has two difficulty levels, Easy and Normal, with Easy mode cutting the game's length at the end of the fourth stage.",https://images.launchbox-app.com/2ba54304-e3f0-4593-b477-64bb2beb4063.jpg
Mortal Kombat: Deadly Alliance,2002-11-20,3.34,81,Action,"Mortal Kombat: Deadly Alliance (MK:DA) is a fighting video game developed and published by Midway for the Xbox, PlayStation 2, GameCube, and Game Boy Advance. It was the first all-new Mortal Kombat fighting game produced exclusively for home consoles, with no preceding arcade release. Deadly Alliance is chronologically the fifth main game in the Mortal Kombat series. Its story focuses on the titular alliance between sorcerers Quan Chi and Shang Tsung and their schemes to revive an ancient army to conquer Outworld and Earthrealm.",https://images.launchbox-app.com/267748c5-9a7c-4540-ada4-dd6e170597e3.png
Lara Croft - Tomb Raider: The Prophecy,2002-11-12,3.34,66,Action Adventure,"Tomb Raider: The Prophecy is an action-adventure video gamereleased in November 2002 for the Game Boy Advance, part of the Tomb Raider franchise. It was developed by Ubi Soft Milan, and published by Ubi Soft under license from Eidos Interactive.",https://gamefaqs.akamaized.net/box/4/3/1/19431_front.jpg
The SpongeBob SquarePants Movie,2004-10-27,3.34,,Action,"The SpongeBob SquarePants Movie is a 2004 video game based on the animation movie of the same name. The game was released on the PlayStation 2, Xbox, GameCube, Microsoft Windows and the Game Boy Advance. The PlayStation 2, Xbox, and GameCube versions were developed by Heavy Iron Studios. The Game Boy Advance version was developed by WayForward Technologies. The Microsoft Windows version was developed by AWE Games. Most of the film's cast reprise their roles.",https://images.launchbox-app.com/731e1cb5-658d-465f-a0ac-d05297c0b747.jpg
Mega Man: Battle Chip Challenge,2004-03-03,3.34,54,Strategy,"Mega Man Battle Chip Challenge, known in Japan as Rockman EXE Battle Chip GP (ロックマンエグゼ バトルチップGP), is a video gamedeveloped by Inti Createsand published by Capcomfor the Game Boy Advance(GBA) handheld game console. It is a spin-off title in the Mega Man Battle Network series. The game saw a simultaneous August 8, 2003 release in Japan on the WonderSwan Colorand Swan Crystal titled Rockman EXE N1 Battle(ロックマンエグゼ N1バトル). The GBA version was localized in North America and Europe the following March. It was released on the Wii U's Virtual Console on July 30, 2014 in Japan, with both the North American and PAL region release occurring in August 2014.",https://images.launchbox-app.com/3ac6b68b-a11a-46a9-b6db-8f39db6450d9.jpg
Shrek 2,2004-04-28,3.32,72,Action,"Shrek 2 (also known as Shrek 2: The Game and ported for the PC as Shrek 2: Team Action) is an action-adventure video game published by Activision and released in 2004. The game was developed by Luxoflux for the PlayStation 2, Xbox and GameCube, while a version for PC was developed by KnowWonder.",https://images.launchbox-app.com/8f75bb18-7745-4477-a1e4-57d0770898d5.jpg
Digimon Battle Spirit,2003-11-13,3.32,60,Action,Digimon Battle Spirit is a fighting video game originally published by Bandai and developed by Dimps for the Japanese-only WonderSwan Colorhandheld system under the name Digimon Tamers: Battle Spirit (デジモンテイマーズ バトルスピリットDejimon Teimāzu Batoru Supiritto). It was later ported to Nintendo's Game Boy Advance for international releases in North America and Europetwo years later.,https://images.launchbox-app.com/085d26c4-763f-4b11-ba61-34012116cb0e.png
Guilty Gear X Advance Edition,2002-08-29,3.31,67,Action,"Guilty Gear X (Japanese: ギルティギア ゼクスHepburn: Giruti Gia Zekusu), subtitled By Your Side in Japan, is a fighting game developed by Arc System Works and published by Sammy Studios. The second installment of the Guilty Gear series, Guilty Gear Xwas developed over a period of about two years after the first game's success. It was released in July 2000 for Japanese arcades, re-released on Dreamcast in December 2000, and later ported to PlayStation 2 in November 2001 and Game Boy Advance in January 2002.",https://images.launchbox-app.com/e03a9ea0-069f-46f9-857a-f4f193369bc4.jpg
Yu-Gi-Oh! Dungeon Dice Monsters,2003-02-12,3.3,67,Strategy,"Dungeon Dice Monsters, or DDM for short, is a board game in the anime created by Duke Devlin from Yu-Gi-Oh!. It is seen in the manga and in the anime",https://images.launchbox-app.com/bdf1fba3-6516-402c-8632-bdc5a574d390.jpg
Mobile Suit Gundam Seed: Battle Assault,2004-08-10,3.3,57,Action,"In 2004, Mobile Suit Gundam Seed: Battle Assault was released for the Game Boy Advance and featured units exclusively form the then-recent localization of Mobile Suit Gundam SEED. The units included all the Gundams from the show sans the Providence, as well as Rau Le Creuset's CGUE and the Gundam Astray Red Frame. It was released exclusively in the US.",https://images.launchbox-app.com/25adaabb-b869-416b-9d96-f5beadc2c0d0.png
Earthworm Jim,2001-06-10,3.3,72,Action,"Earthworm Jim is a 1994 run and gun platform gamedeveloped by Shiny Entertainment, featuring an earthworm named Jim, who wears a robotic suit and battles evil. The game was released for the Sega Genesis, and subsequently ported to a number of other video game consoles.",https://images.launchbox-app.com/e45db89f-19c1-4fd4-9bd5-4456b522194f.jpg
Classic NES Series: Ice Climber,2004-06-02,3.29,66,Action,"Ice Climber is a verticalplatform video game developed and published by Nintendo for the Nintendo Entertainment System in 1985. In Ice Climber, the characters Popo and Nana, collectively known as the Ice Climbers, venture up 32 ice-covered mountains to recover stolen vegetables from a giant condor. In some European countries, the NES console was sold bundled with the game, increasing Ice Climber's familiarity outside Japan.",https://images.launchbox-app.com/07f10dfa-7c0b-4a03-9249-e59e5efb0620.jpg
Godzilla: Domination!,2002-11-11,3.29,53,Action,Godzilla: Destroy All Monsters Melee is a fighting game developed by Pipeworks Software and published by Infogramesunder the Atari brand for GameCube in 2002. A similar but different game was later released for Game Boy Advance as Godzilla: Domination! A version for the Xbox with additional content was released in 2003. A PlayStation 2 version was also made,https://images.launchbox-app.com/b5525c28-e46e-4c60-aad8-7a83eaac6d79.jpg
Crash Nitro Kart,2003-11-11,3.29,77,Racing,"Crash Nitro Kart is a racing video gamedeveloped by Vicarious Visions and published by Universal Interactive. The Game Boy Advance, GameCube, PlayStation 2, Xbox versions were released in North America on November 11, 2003 and in Europe on November 28, 2003; The N-Gageversion of the game was released in Europe on June 30, 2004 and in North America on July 28, 2004. The Mobile version was released on September 20, 2004. The PlayStation 2 version was re-released in the three-disc ""Crash Bandicoot Action Pack"" compilation (alongside Crash Twinsanity and Crash Tag Team Racing) in the United States on June 12, 2007 and in Europe on July 20, 2007. It was the last Crash Bandicoot game released under the Universal Interactive label, which parent company Vivendi Universal Games would scrap after the release of this game.",https://images.launchbox-app.com/a8215174-19d7-4bab-8e40-f88c55f5cef1.jpg
Super Monkey Ball Jr.,2002-11-19,3.29,82,Puzzle,"Super Monkey Ball Jr. is a platform game, part of the Super Monkey Ball series, developed by Realism and published by THQ for the Game Boy Advance. It is one of the few games on the system to make use of its 3D graphics capabilities.",https://images.launchbox-app.com/b3264efa-057c-4157-a188-79e601b3ced9.jpg
Yu Yu Hakusho - Ghost Files: Tournament Tactics,2004-11-18,3.28,,Strategy,"Yu Yu Hakusho: Tournament Tactics is a video game for the Game Boy Advance. It is based on the manga and animeseries YuYu Hakushocreated by Yoshihiro Togashi. The plot follows the protagonist Yusuke Urameshi, a teenage delinquent who dies in an accident and is brought back to life as a ""Spirit Detective"", a protector of the living world. Tournament Tacticsspecifically adapts the Dark Tournament story arc of the manga, in which Yusuke and his companions participate a deadly, demon martial arts competition.",https://gamefaqs.akamaized.net/box/8/5/8/62858_front.jpg
Dynasty Warriors Advance,2005-08-29,3.27,56,Action,"Dynasty Warriors Advance (真・三國無双 Advance Shin Sangoku Musō Adobansu, Shin Sangokumusou Advancein Japan) is a video gamefor the Game Boy Advanceportable handheld system, part of the Dynasty Warriors series. The game was published by Nintendo, and developed by Koeiusing their external development company Omega Force. It was released on August 29, 2005.",https://images.launchbox-app.com/a866c331-3286-44e2-baed-d4f02875f806.jpg
